0.0000,0.0000,0.1444
0.0000,0.0000,0.1457
0.0001,0.0000,0.1425
0.0000,0.0000,0.1496
0.0008,0.0000,0.1360
0.0000,0.0000,0.1453
0.0000,0.0000,0.1505
0.0000,0.0000,0.1320
0.0001,0.0000,0.1461
0.0000,0.0001,0.1432
0.0002,0.0000,0.1484
0.0000,0.0000,0.1431
0.0000,0.0000,0.1268
0.0000,0.0000,0.1207
0.0000,0.0001,0.1109
0.0000,0.0000,0.1374
0.0000,0.0000,0.1500
0.0012,0.0000,0.1293
0.0000,0.0001,0.1457
0.0019,0.0000,0.1423
0.0000,0.0001,0.1470
0.0000,0.0000,0.1370
0.0032,0.0000,0.1440
0.0029,0.0000,0.1411
0.0018,0.0000,0.1433
0.0011,0.0000,0.1486
0.0000,0.0001,0.1490
0.0000,0.0000,0.1491
0.0006,0.0000,0.1453
0.0011,0.0000,0.1450
0.0008,0.0000,0.1438
0.0000,0.0000,0.1347
0.0000,0.0000,0.1260
0.0004,0.0000,0.1467
0.0000,0.0000,0.1467
0.0000,0.0000,0.1413
0.0000,0.0000,0.1486
0.0000,0.0000,0.1341
0.0000,0.0001,0.1501
0.0000,0.0000,0.1496
0.0009,0.0000,0.1081
0.0000,0.0000,0.1375
0.0014,0.0000,0.1445
0.0026,0.0000,0.1372
0.0002,0.0000,0.1436
0.0000,0.0001,0.1451
0.0000,0.0000,0.1442
0.0000,0.0001,0.1454
0.0000,0.0000,0.1501
0.0679,0.0690,0.0000
0.1016,0.0463,0.0000
0.0646,0.0838,0.0000
0.1288,0.0000,0.0027
0.1007,0.0517,0.0000
0.1292,0.0126,0.0000
0.0931,0.0587,0.0000
0.0912,0.0000,0.0216
0.0979,0.0488,0.0000
0.1244,0.0000,0.0047
0.0964,0.0000,0.0113
0.1282,0.0122,0.0005
0.1228,0.0000,0.0019
0.1123,0.0416,0.0000
0.1221,0.0000,0.0087
0.0947,0.0448,0.0000
0.1239,0.0166,0.0000
0.1327,0.0000,0.0023
0.1113,0.0258,0.0000
0.1306,0.0000,0.0043
0.0964,0.0545,0.0000
0.1304,0.0025,0.0014
0.0956,0.0573,0.0000
0.1151,0.0335,0.0000
0.1156,0.0263,0.0000
0.1016,0.0415,0.0000
0.0795,0.0683,0.0000
0.0661,0.0927,0.0000
0.1210,0.0299,0.0000
0.1175,0.0000,0.0113
0.1263,0.0000,0.0056
0.1221,0.0000,0.0076
0.1329,0.0000,0.0034
0.0915,0.0637,0.0000
0.1225,0.0101,0.0001
0.1053,0.0365,0.0000
0.0832,0.0667,0.0000
0.1154,0.0202,0.0000
0.1321,0.0000,0.0022
0.1322,0.0000,0.0029
0.1321,0.0000,0.0007
0.1149,0.0370,0.0000
0.1344,0.0000,0.0024
0.0939,0.0000,0.0197
0.1356,0.0000,0.0014
0.1328,0.0001,0.0015
0.1347,0.0007,0.0012
0.1233,0.0202,0.0000
0.0818,0.0000,0.0329
0.1355,0.0000,0.0018
0.0051,0.1278,0.0000
0.0865,0.0631,0.0000
0.0000,0.1511,0.0000
0.0455,0.1112,0.0000
0.0168,0.1356,0.0000
0.0000,0.1380,0.0000
0.1074,0.0000,0.0006
0.0000,0.1435,0.0000
0.0232,0.1223,0.0000
0.0000,0.1393,0.0000
0.0567,0.1028,0.0000
0.0588,0.1013,0.0000
0.0239,0.1342,0.0000
0.0891,0.0516,0.0000
0.0652,0.0728,0.0000
0.0395,0.1144,0.0000
0.0433,0.1173,0.0000
0.0000,0.1190,0.0000
0.0000,0.1165,0.0000
0.0952,0.0439,0.0000
0.0043,0.1462,0.0000
0.0944,0.0473,0.0000
0.0000,0.1295,0.0000
0.0879,0.0716,0.0000
0.0140,0.1396,0.0000
0.0000,0.1470,0.0000
0.0957,0.0633,0.0000
0.0912,0.0678,0.0000
0.0350,0.1210,0.0000
0.0057,0.1368,0.0000
0.0000,0.1440,0.0000
0.0000,0.1190,0.0000
0.0321,0.1221,0.0000
0.0841,0.0747,0.0000
0.0613,0.0801,0.0000
0.0000,0.1405,0.0000
0.0222,0.1209,0.0000
0.0455,0.1139,0.0000
0.0987,0.0575,0.0000
0.0241,0.1322,0.0000
0.0138,0.1375,0.0000
0.0327,0.1164,0.0000
0.0865,0.0631,0.0000
0.0001,0.1486,0.0000
0.0054,0.1390,0.0000
0.0368,0.1178,0.0000
0.0793,0.0754,0.0000
0.0545,0.1076,0.0000
0.0371,0.1089,0.0000
0.0851,0.0696,0.0000
